series_id	target_sequence_sha256	target_sequence_length	publication_id	article_dois	pmids	publication_years	authors	target_names	uniprot_ids	normalized_pH	normalized_temperature_C	data_sources	ligand_count	nonempty_murcko_scaffold_count	pKd_min	pKd_max	pKd_range	pKd_IQR	pdb_complex_ids	pdb_target_ids	local_pdb_complex_ids	has_holo_reference_candidate
G3S-92b70e03af9a0c93	809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32	1106	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Platelet-derived growth factor receptor beta	P09619	<missing>	<missing>	ChEMBL	46	46	5.07572071	10.1249387	5.04921802	1.76719864	1M17;1M52;1UWH;1UWJ;2GQG;2IVU;2XB7;2Y6O;2ZVA;3EFL;3FC1;3FQS;3G5D;3GCS;3HEG;3HP5;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SOA;3SXR;3UE4;3WZE;3ZSI;4AG8;4AGC;4ASD;4C2V;4E93;4HJO;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4QMS;4TWP;4WA9;4XEY;4XLI;5AJQ;5BVW;5H2U;5HI2;5I9X;5I9Y;5IA3;5JZN;5MQL;5OWR;5VC3;5VCV;5VCY;5WNJ;6BSD;6DWN;6FDY;6FNM;6OP9;6VNE;7ERK;7JU7;7N9G;7TVX;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5F;9D5P;9OS6;9R25	11UE;3MJG	4PS5;7ERK	true
G3S-be927832aa68b7af	85340f1c02b3bcc4c96a518886d7604dbfe0201c282b67cece660911f7d31aa1	159	doi:10.1021/acs.jmedchem.6b00002	10.1021/acs.jmedchem.6b00002	27094768	6/10/2016	Dennis, ML; Pitcher, NP; Lee, MD; DeBono, AJ; Wang, ZC; Harjani, JR; Rahmani, R; Cleary, B; Peat, TS; Baell, JB; Swarbrick, JD	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	P26281	<missing>	<missing>	ChEMBL	45	5	3.79588002	6.15490196	2.35902194	1.18184359	5ETO;5ETP;5ETT;5ETV;5U11	1DY3;1EQ0;1EQM;1EX8;1HKA;1Q0N;1RAO;1RB0;2F63;2F65;3IP0;3UD5;3UDE;3UDV;4F7V;4M5G;4M5H;4M5I;4M5J;4M5K;4M5L;4M5M;4M5N;5ETK;5ETL;5ETM;5ETN;5ETO;5ETP;6AN4;6AN6;7KDO;7KDR;8SIF	5ETO;5ETP;5ETT;5ETV	true
G3S-05e5316778a15c3d	8668509c1c5a38917d30a46f023eded94584a129e7dac90b7e80fd4e56d943ac	913	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Epithelial discoidin domain-containing receptor 1	A0A024RCL1;Q08345	<missing>	<missing>	ChEMBL	44	44	5.1426675	9.69897	4.5563025	1.95125369	1M17;1M52;1UWH;1UWJ;2GQG;2IVU;2XB7;2Y6O;2ZVA;3EFL;3FC1;3FQS;3G5D;3GCS;3HEG;3HP5;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SOA;3SXR;3UE4;3WZE;3ZSI;4AG8;4AGC;4ASD;4C2V;4E93;4HJO;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4QMS;4TWP;4WA9;4XEY;4XLI;5AJQ;5BVW;5H2U;5HI2;5I9X;5I9Y;5IA3;5JZN;5MQL;5OWR;5VC3;5VCV;5VCY;5WNJ;6BSD;6DWN;6FDY;6FNM;6OP9;6VNE;7ERK;7JU7;7N9G;7TVX;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5F;9D5P;9OS6;9R25	3ZOS;4BKJ;4CKR;5BVK;5BVN;5BVO;5BVW;5FDP;5FDX;5SAU;5SAV;5SAW;5SAX;5SAY;5SAZ;5SB0;5SB1;5SB2;6BRJ;6BSD;6FEW;6FEX;6FIL;6FIN;6FIO;6FIQ;6GWR;6HP9;7BCM;7BE6;7FEH;8PE9	4PS5;7ERK	true
G3S-3db424304f096a44	52b1cbc0ca3474810cb7949467e3a5a2851350643eb734f1c33aaca65b4a6fe4	972	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Macrophage colony-stimulating factor 1 receptor	P07333	<missing>	<missing>	ChEMBL	44	44	5.09151498	9.23657201	4.14505703	2.04119447	1M52;1UWH;1UWJ;2GQG;2IVU;2XB7;2Y6O;2ZVA;3EFL;3FC1;3FQS;3G5D;3GCS;3HEG;3HP5;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SOA;3SXR;3UE4;3WZE;3ZSI;4AG8;4AGC;4ASD;4AT5;4C2V;4E93;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4QMS;4TWP;4WA9;4XEY;4XLI;5AJQ;5BVW;5H2U;5HI2;5I9X;5I9Y;5IA3;5JZN;5MQL;5OWR;5VC3;5VCV;5VCY;5WNJ;6BSD;6FDY;6FNM;6OP9;6VNE;7ERK;7JU7;7N9G;7TVX;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5F;9R25	4DKD;4LIQ;6T2W	4PS5;7ERK	true
G3S-0b6c4598802c9c18	9112bbed27c42f31d518060045f8f075e25408811ec7af9d1b9bb91c91cbd1d2	487	pmid:34110814		34110814	6/24/2021	Tropmann, K; Bresinsky, M; Forster, L; Mönnich, D; Buschauer, A; Wittmann, HJ; Hübner, H; Gmeiner, P; Pockes, S; Strasser, A	Histamine H1 receptor	P35367	<missing>	<missing>	ChEMBL	43	33	8.34678749	8.34678749	0	0	7CMU	7DFL;8YN2;9LRB;9LRD		true
G3S-16762270570b655a	5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880	261	doi:10.3109/14756366.2012.757223	10.3109/14756366.2012.757223	23356363	2/28/2014	Zubriene, A; Capkauskaite, E; Gylyte, J; Kišonaite, M; Tumkevicius, S; Matulis, D	Carbonic anhydrase 1	P00915	7	<missing>	Curated from the literature by BindingDB	43	5	4.95467702	8.77728353	3.82260651	2.76764348	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3M98;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4LU3;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5LL4;5LL5;5LL9;5LLA;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	1AZM;1BZM;1CZM;1HCB;1HUG;1HUH;2FOY;2FW4;2IT4;2NMX;2NN1;2NN7;3LXE;3W6H;3W6I;4WR7;4WUP;4WUQ;5E2M;5GMM;6EVR;6EX1;6F3B;6FAF;6FAG;6G3V;6HWZ;6I0J;6I0L;6SWM;6XZE;6XZO;6XZS;6XZX;6XZY;6Y00;7PLF;7Q0D;7QOB;7ZL5;8CDX;8CDZ;8Q6L;8Q7G;8QGV;8QQ9;8QUN;8RLO;8S4F;9EP2;9H81;9HWN		true
G3S-1df3dffc6ffd6336	4388134c63cdaa3d7a98d979102b2054c4fd38d0e8342ea901a0460720c70fa1	359	pmid:34110814		34110814	6/24/2021	Tropmann, K; Bresinsky, M; Forster, L; Mönnich, D; Buschauer, A; Wittmann, HJ; Hübner, H; Gmeiner, P; Pockes, S; Strasser, A	Histamine H2 receptor	P25021	<missing>	<missing>	ChEMBL	43	33	7.92081875	7.92081875	0	0	7CMU	8POK;8YUT;9IXJ		true
G3S-250da33ec2756fd5	e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4	260	doi:10.3109/14756366.2012.757223	10.3109/14756366.2012.757223	23356363	2/28/2014	Zubriene, A; Capkauskaite, E; Gylyte, J; Kišonaite, M; Tumkevicius, S; Matulis, D	Carbonic anhydrase 2	P00918	7	<missing>	Curated from the literature by BindingDB	43	5	4.77728353	9.14874165	4.37145812	2.46245531	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3M98;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4LU3;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5LL4;5LL5;5LL9;5LLA;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	1CA2;1CA3;1CAH;1CAN;1CAO;1CAY;1CIL;1CIM;1CIN;1CNW;1CNX;1CNY;1CRA;1EOU;1F2W;1G1D;1G52;1G53;1G54;1G6V;1HCA;1I8Z;1I90;1I91;1IF4;1IF5;1IF6;1IF7;1IF8;1IF9;1KWQ;1KWR;1LUG;1OKL;1OKM;1OKN;1OQ5;1RAY;1RAZ;1RZA;1RZB;1RZC;1RZD;1RZE;1T9N;1TB0;1TBT;1TE3;1TEQ;1TEU;1TTM;1XEG;1XEV;1XPZ;1XQ0;1Z9Y;1ZE8;1ZFK;1ZFQ;1ZGE;1ZGF;2ABE;2AW1;2AX2;2CA2;2CBA;2CBB;2CBC;2CBD;2CBE;2EU2;2EU3;2EZ7;2F14;2FMG;2FMZ;2FOQ;2FOS;2FOU;2FOV;2GD8;2GEH;2H15;2HD6;2HKK;2HL4;2HNC;2HOC;2ILI;2NNG;2NNO;2NNS;2NNV;2O4Z;2OSF;2OSM;2POU;2POV;2POW;2Q1B;2Q1Q;2Q38;2QO8;2QOA;2QP6;2VVA;2VVB;2WD2;2WD3;2WEG;2WEH;2WEJ;2WEO;2X7S;2X7T;2X7U;3B4F;3BET;3BL0;3BL1;3C7P;3CA2;3CAJ;3CYU;3D8W;3D92;3D93;3D9Z;3DAZ;3DD0;3DD8;3EFI;3EFT;3F4X;3F8E;3FFP;3GZ0;3HFP;3HKN;3HKQ;3HKT;3HKU;3HLJ;3HS4;3IBI;3IBL;3IBN;3IBU;3IEO;3IGP;3K2F;3K34;3K7K;3KKX;3KOI;3KOK;3KON;3KS3;3KWA;3L14;3M04;3M14;3M1J;3M1K;3M2N;3M2X;3M2Y;3M3X;3M40;3M5E;3M67;3M96;3M98;3MHC;3MHI;3MHL;3MHM;3MHO;3ML2;3MMF;3MNA;3MNU;3MWO;3MYQ;3MZC;3N0N;3N2P;3N3J;3N4B;3NB5;3NI5;3NJ9;3OIM;3OKU;3OY0;3OYQ;3OYS;3P3H;3P3J;3P44;3P4V;3P55;3P58;3P5A;3P5L;3PO6;3QYK;3R16;3R17;3RJ7;3RYJ;3RYX;3RYZ;3RZ0;3RZ1;3RZ5;3RZ7;3RZ8;3S71;3S72;3S73;3S74;3S75;3S76;3S77;3S78;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3T5U;3T5Z;3T82;3T83;3T84;3T85;3TMJ;3V2J;3V2M;3V5G;3V7X;3VBD;3ZP9;4BF1;4BF6;4CA2;4CAC;4CQ0;4DZ7;4DZ9;4E3D;4E3F;4E3G;4E3H;4E49;4E4A;4E5Q;4FL7;4FPT;4FRC;4FU5;4FVN;4FVO;4G0C;4HT0;4ILX;4ITO;4ITP;4IWZ;4K0S;4K0T;4K13;4KNI;4KNJ;4KUV;4KUW;4KUY;4KV0;4LHI;4LP6;4M2R;4M2U;4MDG;4MDL;4MDM;4MLT;4MLX;4MO8;4MTY;4N0X;4N16;4PQ7;4PYX;4PYY;4PZH;4Q49;4Q6D;4Q6E;4Q78;4Q7P;4Q7S;4Q7V;4Q7W;4Q81;4Q83;4Q87;4Q8X;4Q8Y;4Q8Z;4Q90;4Q99;4Q9Y;4QIY;4QJM;4QSA;4QSB;4QSI;4QTL;4QY3;4R5B;4RFC;4RFD;4RH2;4RN4;4RUX;4RUY;4RUZ;4WL4;4WW6;4XE1;4Y0J;4YVY;4YX4;4YXI;4YXO;4YXU;4YYT;4Z0Q;4Z1E;4Z1J;4Z1K;4Z1N;4ZWI;4ZWY;4ZX0;5A6H;5AMD;5AMG;5AML;5BNL;5BYI;5C8I;5CAC;5CLU;5DOG;5DOH;5DRS;5DSK;5DSL;5DSM;5DSO;5DSP;5DSQ;5DSR;5E28;5E2K;5E2R;5E2S;5EH5;5EH7;5EH8;5EHE;5EHV;5EHW;5EIJ;5EOI;5FDC;5FDI;5FLO;5FLP;5FLQ;5FLR;5FLS;5FLT;5FNG;5FNH;5FNI;5FNJ;5FNK;5FNL;5FNM;5GMN;5J8Z;5JN7;5JQ0;5JQT;5L3O;5L6K;5L6T;5L70;5L9E;5LJQ;5LJT;5LL4;5LL8;5LLC;5LLE;5LLG;5LLH;5LMD;5LVS;5M78;5MJN;5N0D;5N0E;5N1R;5N1S;5N24;5N25;5NEA;5NEE;5NXG;5NXM;5NXO;5NXP;5NXV;5NXW;5NY1;5NY3;5NY6;5NYA;5O07;5OGO;5OGP;5SZ0;5SZ1;5SZ2;5SZ3;5TFX;5THJ;5THN;5TXY;5TY1;5TY8;5TY9;5TYA;5U0D;5U0E;5U0F;5U0G;5ULN;5UMC;5VGY;5W8B;5WEX;5WG7;5WLT;5WLV;5Y2R;5Y2S;5YUI;5YUJ;5YUK;5ZXW;6B4D;6B59;6BBS;6BC9;6BCC;6C7W;6C7X;6CEH;6D1L;6D1M;6EBE;6ECZ;6EDA;6EQU;6G3Q;6G6T;6GDC;6GM9;6GOT;6H29;6H2Z;6H33;6H34;6H3Q;6H6S;6HD2;6HQX;6HR3;6HX5;6HXD;6HZX;6I0W;6I1U;6I2F;6I3E;6IC2;6KM3;6KM4;6KM5;6KM6;6LUU;6LUV;6LUW;6LUX;6LUY;6LUZ;6LV1;6LV2;6LV3;6LV4;6LV5;6LV6;6LV7;6LV8;6LV9;6LVA;6MBV;6MBY;6NJ2;6NJ3;6NJ4;6NJ5;6NJ6;6NM0;6ODZ;6OE0;6OE1;6OTO;6OTP;6OTQ;6OUB;6OUE;6OUH;6OUJ;6OUK;6PDV;6PEA;6PGX;6Q3O;6Q9T;6QEB;6R6F;6R6J;6RFH;6RG3;6RG4;6RG5;6RH4;6RHJ;6RHK;6RIG;6RIT;6RJJ;6RKN;6RL9;6RM1;6RMP;6RNP;6ROB;6ROE;6RQI;6RRG;6RRI;6RS5;6RSZ;6RVF;6RVK;6RVL;6RW1;6RZX;6S03;6S9G;6S9Z;6SAC;6SAS;6SAY;6SB7;6SBH;6SBL;6SBM;6SD7;6SDH;6SDI;6SDJ;6SDL;6SDS;6SEY;6SFQ;6SFU;6SG0;6SG6;6SX9;6SYB;6SYS;6T4N;6T4O;6T4P;6T5C;6T81;6U4Q;6UFB;6UFC;6UFD;6UGN;6UGP;6UGR;6UH0;6UX1;6VJ3;6WKA;6WQ4;6WQ5;6WQ7;6WQ8;6WQ9;6XVH;6XWZ;6XXT;6YMA;6YMB;6YPW;6YQT;6YQU;6YRI;6YZQ;6YZR;6YZS;6YZT;6YZU;6YZV;6YZW;6YZX;6ZR8;7A6V;7AEQ;7AES;7AGN;7ASJ;7BFA;7BG5;7BHH;7BI5;7JNR;7JNV;7JNW;7JNX;7JNZ;7K6I;7K6J;7K6K;7K6L;7M23;7M24;7M26;7NH6;7NH8;7NTB;7OK8;7ORP;7ORQ;7OYM;7OYN;7OYO;7OYP;7OYQ;7OYR;7Q0E;7QBH;7QGX;7QGY;7QGZ;7QNV;7QRK;7QSE;7QSI;7QZX;7R1X;7RNY;7RNZ;7RRE;7Y2A;7Y2C;7Y2E;7Y2F;7Y2G;7Y2H;7Y2I;7Y2J;7Y2K;7Y2L;7Y2M;7Y2N;7Y2O;7Y2Q;7Y2R;7Y2S;7Y2T;7Y2U;7Y2V;7Y2W;7Y2X;7YWT;7ZL6;7ZWB;8AA6;8AAE;8B29;8BJX;8BOE;8BZZ;8C0Q;8C0R;8CR0;8DJ9;8EM3;8EMU;8EXC;8EXG;8EYL;8FAL;8FAU;8FQX;8FQY;8FQZ;8J2O;8OGF;8OKQ;8OLI;8OLK;8OLM;8OMB;8OMH;8OMN;8OMP;8OTP;8OUB;8QF7;8QF9;8QFK;8QH8;8QHO;8QKZ;8QQA;8R1I;8R2F;8R2K;8RJ2;8RLP;8ROU;8ROW;8SAF;8SAG;8SD1;8SD6;8SD7;8SD8;8SD9;8SF1;8UFX;8VQ6;8VQ7;8WEP;8ZWV;9EN8;9FAI;9FAO;9FJQ;9FJV;9FPQ;9FPR;9FPS;9FPT;9FPU;9G38;9GAJ;9GAK;9GAM;9GFV;9GFW;9GFX;9GOO;9GU7;9GUM;9GUO;9H0V;9H0W;9HD6;9HNX;9HQ3;9HQG;9HWM;9HXZ;9I29;9KH8;9KI2;9KI3;9KI4;9KI5;9KI6;9KI7;9KI8;9KI9;9KIA;9KIB;9KIC;9KID;9KIE;9KIF;9KIG;9KIH;9KII;9KIJ;9KIK;9KIL;9KIM;9KIN;9KIO;9KIP;9KIQ;9KIR;9KIS;9KIT;9KIU;9KIV;9KIW;9KIX;9KIY;9KIZ;9KJ0;9KJ1;9KJ2;9KJ3;9KJ4;9KJ5;9L2X;9L2Y;9L2Z;9L30;9L31;9L32;9L33;9LDO;9LDP;9LR6;9OAM;9OBJ;9P0W;9RAY;9RFL;9RFO;9TYE		true
G3S-40a467bbafdc73d8	d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c	354	doi:10.1016/j.bmc.2013.09.029	10.1016/j.bmc.2013.09.029	24103428	11/15/2013	Čapkauskaitė, E; Zubrienė, A; Smirnov, A; Torresan, J; Kišonaitė, M; Kazokaitė, J; Gylytė, J; Michailovienė, V; Jogaitė, V; Manakova, E; Gražulis, S; Tumkevičius, S; Matulis, D	Carbonic anhydrase 12	O43570	<missing>	<missing>	ChEMBL	43	6	5.079355	7.4436975	2.3643425	0.679540115	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4KNI;4KNJ;4KNM;4KNN;4KP5;4KP8;4LU3;4QSA;4QSB;4QSI;4QSJ;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YH5;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	1JCZ;1JD0;4HT2;4KP5;4KP8;4Q0L;4QJ0;4QJO;4QJW;4WW8;5LL5;5LL9;5LLO;5LLP;5MSA;5MSB;6G5L;6G7A;6QN0;6QNG;6QNL;6R6Y;6R71;6T5P;6T5Q;7PP9;7PUU;7PUV;7PUW;8CO3;9F2N;9F2O;9F30;9F3G;9FN7;9FN8;9R0L;9R0U;9R31	4QSB	true
G3S-44b929a1c62e3159	f6a56ef8a577d7c87c479645aab5129a83387f6eded8c3f36a8f79cdb780b484	308	doi:10.1016/j.bmc.2013.09.029	10.1016/j.bmc.2013.09.029	24103428	11/15/2013	Čapkauskaitė, E; Zubrienė, A; Smirnov, A; Torresan, J; Kišonaitė, M; Kazokaitė, J; Gylytė, J; Michailovienė, V; Jogaitė, V; Manakova, E; Gražulis, S; Tumkevičius, S; Matulis, D	Carbonic anhydrase 6	P23280	<missing>	<missing>	ChEMBL	43	6	4.39794001	7.48148606	3.08354605	0.719449308	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4KNI;4KNJ;4KNM;4KNN;4KP5;4KP8;4LU3;4QSA;4QSB;4QSI;4QSJ;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YH5;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G		4QSB	true
G3S-592450982d913824	96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682	1089	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Platelet-derived growth factor receptor alpha	P16234	<missing>	<missing>	ChEMBL	43	43	5.05551733	9.38721614	4.33169882	1.87793743	1M17;1M52;1UWH;1UWJ;2GQG;2IVU;2XB7;2Y6O;2ZVA;3EFL;3FC1;3FQS;3G5D;3GCS;3HEG;3HP5;3K54;3LFA;3OCT;3OHT;3PIY;3QLG;3RGF;3SOA;3SXR;3UE4;3WZE;3ZSI;4AG8;4AGC;4ASD;4C2V;4E93;4HJO;4MXO;4MXX;4MXY;4MXZ;4NCT;4OGJ;4OTG;4PS5;4QMN;4QMS;4TWP;4WA9;4XEY;4XLI;5AJQ;5BVW;5H2U;5HI2;5I9X;5I9Y;5IA3;5JZN;5MQL;5OWR;5VC3;5VCV;5VCY;5WNJ;6BSD;6DWN;6FDY;6FNM;6OP9;6VNE;7ERK;7JU7;7N9G;7TVX;8BPW;8R4Q;8S5W;8S9F;8XV9;8Z7U;8Z7Y;9D5F;9D5P;9OS6;9R25	7LBF	4PS5;7ERK	true
G3S-8468ef8a559bdade	d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c	354	doi:10.3109/14756366.2012.757223	10.3109/14756366.2012.757223	23356363	2/28/2014	Zubriene, A; Capkauskaite, E; Gylyte, J; Kišonaite, M; Tumkevicius, S; Matulis, D	Carbonic anhydrase 12	O43570	7	<missing>	Curated from the literature by BindingDB	43	5	4.69897	7.4436975	2.74472749	1	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3M98;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4LU3;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5LL4;5LL5;5LL9;5LLA;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	1JCZ;1JD0;4HT2;4KP5;4KP8;4Q0L;4QJ0;4QJO;4QJW;4WW8;5LL5;5LL9;5LLO;5LLP;5MSA;5MSB;6G5L;6G7A;6QN0;6QNG;6QNL;6R6Y;6R71;6T5P;6T5Q;7PP9;7PUU;7PUV;7PUW;8CO3;9F2N;9F2O;9F30;9F3G;9FN7;9FN8;9R0L;9R0U;9R31		true
G3S-86c78a56d4596857	9a0b636052d7bfbc9f8a5dc7fc8a2030c65e938473ac234df2c8550a0d071815	262	doi:10.3109/14756366.2012.757223	10.3109/14756366.2012.757223	23356363	2/28/2014	Zubriene, A; Capkauskaite, E; Gylyte, J; Kišonaite, M; Tumkevicius, S; Matulis, D	Carbonic anhydrase 13	Q8N1Q1	7	<missing>	Curated from the literature by BindingDB	43	5	5.30103	8.60205999	3.30103	1.44661227	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3M98;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4LU3;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5LL4;5LL5;5LL9;5LLA;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	3CZV;3D0N;3DA2;4HU1;4KNM;4KNN;4QIZ;4QJP;4QJX;4QSJ;5E2N;5LLA;5LLN;5OGJ;5OHH;6G5U;9FPV;9FPW		true
G3S-a5f8f9b4623f1ec1	e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254	264	doi:10.3109/14756366.2012.757223	10.3109/14756366.2012.757223	23356363	2/28/2014	Zubriene, A; Capkauskaite, E; Gylyte, J; Kišonaite, M; Tumkevicius, S; Matulis, D	Carbonic anhydrase 7	P43166	7	<missing>	Curated from the literature by BindingDB	43	5	4	9.14874165	5.14874165	2.54142539	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3M98;3MDZ;3ML5;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4LU3;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5LL4;5LL5;5LL9;5LLA;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	3MDZ;3ML5;6G4T;6H36;6H37;6H38;6SDT;6ZR9;7NC4;7P1A;8Q3U;9QQ2;9QQ3		true
G3S-beb8359aa320987f	5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880	261	doi:10.1016/j.bmc.2013.09.029	10.1016/j.bmc.2013.09.029	24103428	11/15/2013	Čapkauskaitė, E; Zubrienė, A; Smirnov, A; Torresan, J; Kišonaitė, M; Kazokaitė, J; Gylytė, J; Michailovienė, V; Jogaitė, V; Manakova, E; Gražulis, S; Tumkevičius, S; Matulis, D	Carbonic anhydrase 1	P00915	<missing>	<missing>	ChEMBL	43	6	5	9.30103	4.30103	1.73235652	1AZM;1DMY;1JD0;1RJ6;1YDA;1YDB;1YDD;1ZSB;2H4N;2UY4;2XTK;3BL1;3CAJ;3CZV;3DC3;3DCW;3DD0;3HS4;3IAI;3MDZ;3ML5;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3UCJ;3V2J;3V2M;3W6H;4G0C;4G7A;4K0S;4KNI;4KNJ;4KNM;4KNN;4KP5;4KP8;4LU3;4QSA;4QSB;4QSI;4QSJ;4UOV;4X5S;4XIW;4YGF;5JN8;5JN9;5NEK;5TT3;6BCC;6IM3;6MWI;6MWJ;6QEB;6QL2;6YH5;6YMA;7COJ;8DPO;8DYQ;8VPN;8VZG;9PIG;9S4G	1AZM;1BZM;1CZM;1HCB;1HUG;1HUH;2FOY;2FW4;2IT4;2NMX;2NN1;2NN7;3LXE;3W6H;3W6I;4WR7;4WUP;4WUQ;5E2M;5GMM;6EVR;6EX1;6F3B;6FAF;6FAG;6G3V;6HWZ;6I0J;6I0L;6SWM;6XZE;6XZO;6XZS;6XZX;6XZY;6Y00;7PLF;7Q0D;7QOB;7ZL5;8CDX;8CDZ;8Q6L;8Q7G;8QGV;8QQ9;8QUN;8RLO;8S4F;9EP2;9H81;9HWN;9RV0	4QSB	true
